dur_ns,gap_ns
11471,21019648
10119,20989221
7434,21932246
10570,21089129
11481,20995784
7283,21926566
10109,21051037
7554,20934518
10389,22082129
10099,20977108
11522,21014398
10460,21997249
4969,20881268
9919,21150534
6963,21903292
10690,21098948
10870,20961178
10500,22006015
7564,20936111
7133,20982529
10520,22085915
10329,21004180
10360,21004970
11081,21988693
10129,20930470
6142,20956289
9518,21980658
5520,21006093
9458,21005701
4138,21952094
4429,21048663
6703,20955137
4829,21987350
14217,21161035
4659,20850930
7434,22086387
8837,21005762
11762,21081936
11201,21972462
5891,20946310
11271,21080052
12333,21932437
10730,21076696
8757,20950768
10941,22029169
10450,21001404
4499,20837295
5941,22029981
2835,20990223
3687,20972910
5009,22033357
5680,20970626
10289,21049204
5831,21979846
7254,21029887
13425,21074973
4338,21868456
4228,21014449
10569,21151717
7243,21887933
11351,21118374
4940,20840370
9758,22109361
9328,21038453
7654,20951841
11151,22060418
7014,20918617
10680,21084160
9027,21981900
8726,20950178
15379,21041519
7524,21955681
10730,21060876
6082,20890875
8095,22026455
3096,20915692
7825,21046879
3828,21951423
6212,21072899
10590,21096833
9537,21998392
6712,20945268
7093,20988710
6783,21999994
7093,20999691
7024,21000281
3657,22023509
2926,20953543
4148,21013317
3837,22032345
5270,20903399
2314,21032152
2815,21993893
3035,21034406
3637,20994120
7294,22092097
3216,20901116
4599,21016812
4288,21978935
3977,21006143
3076,20924839
2434,22065468
4418,20991365
4007,20937153
12974,22366895
4278,20668667
4258,21001234
9738,22123517
14808,21703465
11371,20226826
4909,21958656
15289,21803003
4508,20191750
14708,22632655
6032,20498627
4398,20849458
9538,22091797
4238,20902588
3156,21014398
9818,22138125
6712,20901646
7925,20980775
5390,21970709
7604,21045507
10320,21125517
4228,21840133
10660,21140957
6743,20944206
10700,22068544
7654,20948855
10530,21064512
10229,21957735
7093,20962681
11732,21073339
17763,22069245
10530,20934107
11672,21010241
7384,21925584
10950,21039786
15860,21130767
9869,21870831
10159,20989051
7524,20961238
9538,22028618
7905,20865458
3427,21021662
5140,22013820
4288,20954436
5811,21005852
4098,22007388
3466,21016533
9669,21136818
8146,21904675
10861,21117312
9588,20978912
10620,22039138
7504,20918918
10700,21089841
10029,21967583
9678,20978411
8346,20962460
4869,21940603
10780,21120738
10229,21041029
9788,21970839
10560,20987267
8697,20964735
5971,21903092
7825,21078459
7313,20898290
3567,21977832
5851,21028305
4418,20999911
6973,22082820
11672,21066727
8957,20972229
10910,22027366
11893,21003377
10821,20978220
11291,22029160
10279,20991916
11692,21019969
10039,21932677
10530,21019698
7694,20919771
4899,21996377
11091,20996565
9538,21065845
12203,22002459
3968,20883652
2445,20977629
3967,22024060
5921,21023385
5009,20997026
4148,21974827
4368,21000131
13345,21153691
7194,21939069
7023,20999300
11381,21081375
7734,21931746
11141,21089048
9558,20956460
9778,21994043
9467,20987608
9518,21034095
9899,21960089
5741,20931673
9197,21055055
11332,22060187
8896,20968032
8856,20987698
4859,21929050
7384,21054905
10860,21027824
9719,22000214
7504,20948505
4308,20923908
8206,22052773
3627,20943084
5110,21050747
14898,21982111
10370,21096052
7033,20908489
3727,21954378
3947,21019178
8305,21038624
4338,21945942
3727,21014328
9869,21054584
6643,21949369
2815,20980014
11992,21044866
6061,21987010
3697,20994080
3076,20994250
2485,21968896
3106,21025669
2955,20997658
3567,21994263
4278,21019508
3838,20963512
5090,22043807
5040,20990914
2324,20969324
5159,22055429
4679,20959685
1733,20982148
5390,22064966
8315,21053092
6502,20965897
3707,21929922
3247,21015640
10520,21081044
4699,21922188
4639,21005882
2946,20990614
3847,21993863
3095,21014078
3507,21004399
3827,21990998
5651,21026320
3838,20976487
3376,21975689
8375,21045357
3917,20970806
11101,22043396
7023,21042702
4789,20908639
10540,22129157
9868,20933096
4949,20979553
8356,22061940
7865,20993159
7634,21000853
9708,22033908
8697,20992226
11562,21060756
13125,21881892
5911,20958824
15540,21165282
9318,21945682
9198,20993970
5801,20924289
6231,21994374
4258,20974433
3577,21001694
9427,22115813
10691,21037942
10650,20974033
5861,21919232
9067,21063451
6452,20914049
2194,21945061
6121,21038384
3647,20951219
3917,22020383
5230,21016873
8957,21029437
6683,21974616
2385,20966498
4989,21038985
4960,21969647
6162,21086945
4779,20946160
7274,22073743
12063,21055536
9037,20977429
10540,22004593
9097,21020580
7374,20936592
13806,22058154
10049,21033474
5260,20851792
11111,22115783
17353,21114216
8356,20844148
7054,21976089
10991,21093237
10549,20989993
5611,21857766
11422,21157087
11392,20974764
7624,21887843
4258,20943896
4558,21101182
4859,21923260
11301,21092265
9368,20935740
10019,22094021
5650,20861411
3837,21020680
3496,21962554
3576,21032292
5130,21003828
9157,22086738
10690,21078810
9808,20948254
11642,22040630
11051,20987558
4288,20846372
3807,22018680
5740,21022043
6462,21010010
9528,21975548
3135,20962972
4439,21029466
3967,21976791
3286,20996585
4228,21027122
2886,22001587
9417,21133123
9628,20967820
7444,21981289
10730,21063902
3747,20834420
4378,22010684
4389,20962781
3416,21036250
10741,22159464
4679,20844439
5500,21006674
2245,21959257
11672,21203335
6101,20853255
2966,21951162
6142,21035588
15820,21185601
11472,21994684
11051,20970446
10720,20998639
9448,21990216
7644,20950408
10930,21055005
9558,21963766
10961,21047250
7333,20927796
7624,21993532
11612,21069782
41909,21392761
7354,21529358
5450,20925151
8796,21028956
2805,21963285
10390,21097254
5159,20918198
6032,21975718
4148,21009880
10600,21162047
7133,21892141
3506,20946070
4719,20986826
7564,22025503
10490,21016542
5260,20965496
3326,22012358
11882,21096814
4308,20916253
9929,22139076
9498,21005773
10810,21027794
6612,21905426
12013,20994641
6733,20999781
10409,22090976
10890,21019658
6202,20899622
7353,21927188
5110,20984762
11391,21017675
10560,22175484
7594,20884645
10560,21058551
10841,21970609
10509,21055196
10469,21034807
6973,21895748
10971,21066666
5049,20837486
3376,22004292
11211,21152268
9638,20900013
9517,22087029
10540,20995633
7384,20959174
10109,22056210
10109,20950959
10029,21108766
10289,21935854
10429,21009109
10890,20924990
6773,21970298
8847,20968061
2515,20956600
3477,22029710
2184,20960728
2324,21013737
7935,22092709
3065,20898851
2785,21024307
6743,22052803
2245,20920051
3287,21029106
7384,22101356
10439,21067839
10971,20985123
7575,21993111
4188,20855309
5771,21027824
9658,22086538
5911,20921333
7995,21059243
10860,22069906
6782,20913779
6312,20943304
5260,22009993
5140,20982669
8066,21041399
7384,22021836
11401,21159151
10831,20917095
11582,22013099
11301,20993730
6482,20890595
10930,22109040
11252,20997416
5340,20863244
5361,21991468
7264,21084721
11291,21045738
9999,22014882
11421,21011894
11702,20987508
7794,21934501
11221,21047541
5030,20866790
8687,22093280
9598,21123194
6622,20892669
6112,21924071
6683,21024317
5691,20988360
8135,22057352
4769,20933747
7213,21033174
12403,22046722
11641,21068641
